file_size,time_diff
1702918,1
1702911,0
3192378,1
3192372,0
701649,1
701644,0
1615393,1
1615387,0
362684,1
362690,0
1565032,0
1565026,0
282774,1
352954,0
538723,0
137090,0
815686,0
815692,0
538729,0
137084,0
282780,0
352960,0
282430,1
231104,0
587940,0
282436,0
231109,0
587946,0
183066,1
183061,0
1015418,1
1015412,0
255977,0
255983,0
322060,1
739279,0
322054,0
739285,0
676022,1
3124257,0
3124252,0
676016,0
956769,1
842201,0
1103425,0
956763,0
842195,0
1103419,0
2778784,1
2778790,0
1002227,1
1002232,0
1164261,1
1164265,0
5231769,3
439765,0
5231775,0
439771,0
362900,2
310602,0
4630,0
3411,0
4639,0
310597,0
362894,0
3094,0
80882,1
12528,0
49549,0
9866,0
7995,0
14728,0
55444,0
46483,0
14751,0
35417,0
46463,0
23215,0
80860,0
49527,0
8507,0
10771,0
12506,0
43623,0
23237,0
54397,0
8414,1
27697,0
27174,0
46793,0
46487,0
1359702,0
1359679,0
46464,0
8263,0
46770,0
191086,1
610346,0
610368,0
351430,0
25868,0
191107,0
1076955,0
1076977,0
351408,0
1450278,0
25846,0
1450300,0
935813,2
404825,0
404847,0
2553353,0
935794,0
2553374,0
566905,1
2319629,0
2319609,0
566886,0
2353939,2
2353959,0
683303,2
345225,0
345206,0
683282,0
532995,1
430067,0
532976,0
430047,0
2666080,1
370963,0
2666061,0
370944,0
375613,2
375594,0
381935,1
824669,0
381914,0
824648,0
1444570,1
1682327,0
1682307,0
1444549,0
2367351,2
451864,0
2367329,0
451884,0
222456,1
2371380,0
222476,0
105553,0
105575,0
2371402,0
2715358,1
2715380,0
1411302,3
1411325,0
1233527,1
441974,0
441997,0
1233549,0
987453,2
52392,0
987472,0
52411,0
447364,1
447342,0
15497,1
15477,0
522571,1
522550,0
2307777,1
2307756,0
2561739,1
2561758,0
3952,6
3928,0
2180411,2
2180387,0
108149,3
53459,0
30460,0
33046,0
1899752,0
1899777,0
30484,0
28069,0
33070,0
28093,0
108173,0
53483,0
4212685,6
4212710,0
2336681,2
2336656,0
1915161,5
2556388,0
1915188,0
2556414,0
7128845,10
7128872,0
2370182,2
2370208,0
1543589,3
5589,0
1543563,0
5616,0
283751,1
283724,0
8696517,8
8696490,0
31362,3
28478,0
28455,0
31387,0
26304,0
26328,0
3192434,1
3192458,0
3061,0
3394896,0
3084,0
1722,1
3364,0
15445,0
3340,0
7935,1
10968,0
7825,0
7912,0
10944,0
7801,0
8203,0
7881,0
8227,0
7904,0
3155490,1
14155,0
3155466,0
6618,0
14132,0
6641,0
3535506,1
3535481,0
2960210,3
2960234,0
3091092,1
3091117,0
3353649,1
3353673,0
3292613,2
3292638,0
3510073,1
3510097,0
3186588,4
3186563,0
19256,1
12785,0
13602,0
8640,0
381889,0
381865,0
8617,0
13579,0
12761,0
19233,0
167935,0
167958,0
1811050,1
1113273,0
6869,0
10987,0
1811074,0
6893,0
1113297,0
11011,0
13045,1
11962,0
53450,0
53474,0
11985,0
12269,0
13068,0
66476,0
9962,0
20363,0
594222,0
19651,0
50612,0
9985,0
66452,0
12246,0
594199,0
19627,0
50588,0
20339,0
224374,2
55437,0
50442,0
40489,0
224350,0
55414,0
50418,0
43965,0
43942,0
40513,0
16335,1
10920,0
16615,0
9432,0
10942,0
16638,0
9456,0
16359,0
13634,1
18448,0
18104,0
24539,0
18081,0
18424,0
24515,0
13657,0
1875,1
10952,0
13507,0
473330,0
10928,0
13483,0
1852,0
473305,0
316452,1
13839,0
137465,0
137490,0
13864,0
60993,0
316476,0
61017,0
533806,1
145643,0
533831,0
145668,0
526653,2
526628,0
1379138,3
1379113,0
10381,1
10361,0
13004,0
12979,0
13745,1
13769,0
2785483,4
2785504,0
27977,2
27999,0
15466,1
15488,0
189557,3
189581,0
1244,2
3008,0
1999,0
1266,0
2020,0
3031,0
2182,0
2414,0
2394,0
2159,0
17936,1
2419,0
3492,0
25470,0
2897,0
3548,0
1969,0
1545,0
921,0
4304,0
4841,0
2236,0
1830,0
2985,0
799,0
1813,0
3062,0
72294,0
12587,0
2144,0
22591,0
7535,0
4865,0
3517,0
2261,0
1851,0
22612,0
17958,0
2166,0
12608,0
72317,0
6287,0
3087,0
1835,0
824,0
3009,0
2444,0
1870,0
7678,0
1847,0
4328,0
945,0
1568,0
1993,0
3569,0
2922,0
25495,0
7560,0
7656,0
6261,0
154926,1
963,0
6125369,0
16139,0
737,0
475757,0
6125390,0
2557,0
3479,0
988,0
16161,0
475781,0
18828,0
762,0
154946,0
18802,0
2582,0
3454,0
1570,2
2592,0
2617,0
20786,0
20811,0
1593,0
2849,1
971,0
15353,0
11956,0
2874,0
11979,0
992,0
15375,0
11970593,4
11970613,0
8470397,4
8470417,0
9972049,5
9972069,0
8046,1
3823,0
3801,0
14317,0
8022,0
57505,0
14291,0
57481,0
14408888,3
14408911,0
14408888,0
7186931,4
7186952,0
7186931,0
38795658,13
38795681,0
38795658,0
21563799,13
21563777,0
21563777,0
14747826,7
14747826,0
14747848,0
7650311,4
7650334,0
7650311,0
15271079,6
15271079,0
15271101,0
27975427,8
27975449,0
27975427,0
43547,1
4971980,0
4972003,0
4971980,0
43547,0
43570,0
349121,1
119007,0
119007,0
46400,0
269329,0
349121,0
53660,0
46400,0
53637,0
349143,0
315844,0
46423,0
119031,0
269329,0
53637,0
2670798,1
2670778,0
23165,0
205526,0
23188,0
205547,0
23165,0
2670778,0
205526,0
1040247,7
635905,0
1040226,0
635883,0
15929570,0
15929592,0
1040226,0
635883,0
15929570,0
81827,1
81846,0
223905,0
223882,0
223882,0
81827,0
38407054,13
38407031,0
38407031,0
156351,4
156373,0
156351,0
7468356,0
7468377,0
7468356,0
5419120,2
5419097,0
5419097,0
17273880,7
17273858,0
17273858,0
1621710,13
40968930,0
1621688,0
380567,0
40968953,0
380562,0
40968930,0
1621688,0
380562,0
242583,1
242578,0
242578,0
392643,1
327199,0
328873,0
392648,0
255821,0
105093,0
325820,0
357097,0
420005,0
327199,0
327204,0
328873,0
357092,0
325815,0
105088,0
255816,0
392643,0
420000,0
357092,0
325815,0
105088,0
255816,0
420000,0
328878,0
326010,1
525820,0
201040,0
107584,0
112555,0
433247,0
180898,0
219832,0
583047,0
525825,0
326010,0
712071,0
107589,0
201045,0
112560,0
433252,0
180903,0
219837,0
583052,0
712066,0
712066,0
525820,0
201040,0
107584,0
326015,0
219832,0
180898,0
112555,0
433247,0
583047,0
584888,1
474583,0
449312,0
585737,0
671163,0
163286,0
584883,0
474588,0
585742,0
671168,0
385837,0
163291,0
227806,0
227801,0
449317,0
385832,0
474583,0
584883,0
227801,0
163286,0
385832,0
671163,0
585737,0
449312,0
325080,1
254947,0
79594,0
77877,0
260221,0
148238,0
57151,0
57151,0
57157,0
325076,0
254942,0
79599,0
437470,0
253140,0
260221,0
77874,0
79594,0
148244,0
148238,0
253140,0
77874,0
254942,0
253145,0
260226,0
437475,0
325076,0
437470,0
4834,1
99373,0
4834,0
99379,0
99373,0
4839,0
54311366,19
54311343,0
54311343,0
13207101,28
13207101,0
13207122,0
9235,9
9235,0
9800913,0
9800913,0
9258,0
9800935,0
7504,1
2532526,0
16236,0
2532526,0
7504,0
16236,0
16258,0
7528,0
2532546,0
26319295,9
26319272,0
26319272,0
60382,1
33655,0
754185,0
754163,0
754163,0
33678,0
60358,0
33655,0
60358,0
8145140,8
8145116,0
8145116,0
12907614,4
12907591,0
12907591,0
14238383,4
14238361,0
14238361,0
16805414,7
16805392,0
16805392,0
15628588,7
15628588,0
15628611,0
13458939,6
13458939,0
13458961,0
10388946,3
10388924,0
10388924,0
13696029,6
13696052,0
13696029,0
16098541,5
16098562,0
16098541,0
14397306,4
14397284,0
14397284,0
18323083,8
18323060,0
18323060,0
11160516,3
11160538,0
11160516,0
16911484,6
16911484,0
16911507,0
20507542,8
20507520,0
20507520,0
13116546,4
13116568,0
13116546,0
16217276,7
16217253,0
16217253,0
11896757,2
11896757,0
11896780,0
13604042,4
13604065,0
13604042,0
20820628,5
20820651,0
20820628,0
3922975,9
17436757,0
3922997,0
17436757,0
3922975,0
17436779,0
4921328,2
4921305,0
4921305,0
359485,1
359485,0
359507,0
12408766,5
12408789,0
12408766,0
7569884,4
7569884,0
7569906,0
9085814,3
9085792,0
9085792,0
7088192,2
7088170,0
7088170,0
9437038,3
9437038,0
9437061,0
9436063,3
9436086,0
9436063,0
11739239,3
11739216,0
11739216,0
64314109,23
64314109,0
64314130,0
44004,0
16313,0
14442,1
18928,0
13083,0
52497,0
117525,0
54160,0
278768,0
10890,0
101889,0
38947,1
21968,0
40123,0
15965,0
22415,0
401952,0
24361,0
23155,0
28478,0
1084252,1
24081,0
1084274,0
5852,0
30872,0
5833,0
5844,0
5836,0
68979,0
24102,0
5856,0
12803380,17
12803402,0
53424,41
82505,0
193119,0
15669,0
96182,0
117733,0
82505,0
53424,0
117733,0
96207,0
117758,0
82529,0
15693,0
53449,0
193119,0
15669,0
96182,0
193144,0
231917,1
234440,0
308736,0
27137,0
19689,0
27137,0
308736,0
234465,0
234440,0
19689,0
231917,0
2815,0
2838,0
231941,0
19712,0
27160,0
308759,0
2815,0
1613,1
402980,0
786575,0
636067,0
403003,0
636067,0
786598,0
402980,0
636089,0
1589,0
1589,0
786575,0
299548,1
182566,0
363733,0
1559980,0
548432,0
1559980,0
182566,0
548432,0
363733,0
548456,0
182589,0
1560004,0
299568,0
363757,0
299548,0
1513646,1
1513708,0
987891,0
987867,0
1513646,0
987867,0
206147,1
1666243,0
206147,0
1666243,0
1666267,0
206169,0
756830,1
756830,0
756854,0
2471105,1
2471081,0
2471081,0
815074,2
815050,0
638285,0
815050,0
638285,0
638309,0
821232,1
821255,0
453459,0
453459,0
821232,0
453483,0
163549,1
722288,0
250823,0
163525,0
163525,0
250823,0
250847,0
722312,0
722288,0
573074,1
573074,0
573095,0
4088607,1
4088607,0
4088629,0
555089,1
555071,0
1335346,0
1335370,0
555071,0
1335346,0
413612,1
224934,0
224956,0
413635,0
224934,0
413612,0
8332073,6
8332051,0
8332051,0
6249853,1
6249828,0
6249828,0
758408,1
463958,0
300400,0
312711,0
310974,0
312736,0
300424,0
463983,0
758432,0
310950,0
300400,0
758408,0
310950,0
312711,0
463958,0
720711,1
720732,0
813677,0
813654,0
813654,0
720711,0
348212,1
348643,0
348643,0
348212,0
212650,0
466875,0
205656,0
466875,0
348661,0
205632,0
212650,0
205632,0
348236,0
212674,0
466898,0
1840101,1
116126,0
1840097,0
171902,0
171902,0
116126,0
1175834,0
116146,0
176664,0
1175839,0
171925,0
1840123,0
1175839,0
3385,1
235675,0
3389,0
588672,0
588668,0
235671,0
3385,0
386940,0
386962,0
588668,0
386940,0
235671,0
1209988,1
1209985,0
1209985,0
236339,1
83342,0
95727,0
624866,0
69333,0
624888,0
69334,0
624866,0
236342,0
83346,0
95730,0
83342,0
95727,0
69333,0
236339,0
460262,1
357930,0
460284,0
357954,0
460262,0
357930,0
74084,1
148234,0
102723,0
311378,0
415912,0
152808,0
404219,0
153771,0
74061,0
153750,0
311356,0
148211,0
415889,0
152784,0
102699,0
311356,0
415889,0
152784,0
153750,0
404195,0
404195,0
74061,0
102699,0
148211,0
640466,1
243049,0
640442,0
243025,0
640442,0
243025,0
513609,1
513609,0
312670,0
513633,0
312647,0
312647,0
123239,1
504186,0
928387,0
928409,0
928387,0
504186,0
123239,0
504209,0
123262,0
13901,1
228415,0
401086,0
13923,0
228391,0
401062,0
228391,0
401062,0
13901,0
1214897,1
236654,0
1214873,0
236630,0
236630,0
1214873,0
224295,1
224295,0
224318,0
148405,1
489494,0
489494,0
148382,0
148382,0
489518,0
261351,1
108967,0
243613,0
261327,0
108945,0
243589,0
261327,0
108945,0
243589,0
271985,1
271985,0
272007,0
286992,1
286992,0
287012,0
442457,1
609435,0
442479,0
609415,0
609415,0
442457,0
237556,1
237536,0
237536,0
697914,1
697893,0
697893,0
192300,1
972459,0
192280,0
781306,0
781282,0
972437,0
972437,0
192280,0
781282,0
158552,1
158575,0
158552,0
652632,1
652654,0
271589,0
226212,0
271565,0
226188,0
652632,0
226188,0
271565,0
2609188,1
2609188,0
2609212,0
1843138,2
1843114,0
995606,0
1843114,0
995630,0
995606,0
985634,2
985634,0
985657,0
497322,3
1390980,0
497299,0
1390957,0
497299,0
1390957,0
746704,1
746727,0
746704,0
3072399,1
3072375,0
3072375,0
409853,2
409829,0
409829,0
171448,1
642872,0
851781,0
851781,0
642872,0
171473,0
642898,0
851805,0
171448,0
836062,1
228412,0
836062,0
836086,0
228435,0
228412,0
567159,1
169701,0
169701,0
567159,0
567183,0
169725,0
171966,1
580157,0
108978,0
325422,0
171966,0
325449,0
109000,0
171990,0
580157,0
108978,0
325422,0
580180,0
82687,1
243730,0
3438,0
55935,0
261012,0
455032,0
3438,0
192047,0
165641,0
455032,0
243756,0
55935,0
82687,0
261012,0
243730,0
165641,0
192047,0
455049,0
3458,0
192069,0
165666,0
55960,0
82711,0
261037,0
299637,1
137941,0
75633,0
75633,0
210449,0
210449,0
1150761,0
299660,0
1150761,0
137965,0
75653,0
137941,0
210472,0
1150784,0
299637,0
793991,1
453865,0
793969,0
453843,0
201534,0
90261,0
90261,0
201534,0
453843,0
793969,0
201558,0
90284,0
489063,1
489086,0
489063,0
134825,1
217200,0
167356,0
205963,0
205941,0
134805,0
167332,0
217176,0
157963,0
217176,0
167332,0
134805,0
205941,0
157963,0
157986,0
110365,1
110342,0
331959,0
144242,0
372219,0
144242,0
331959,0
110342,0
372241,0
144264,0
331979,0
372219,0
202439,1
202439,0
202461,0
400663,1
58279,0
1015379,0
400685,0
1015402,0
58299,0
1015379,0
58279,0
400663,0
329614,1
130818,0
329634,0
329614,0
130801,0
130801,0
422784,1
56810,0
422805,0
231146,0
231170,0
56786,0
422784,0
56786,0
231146,0
684794,1
684816,0
270681,0
270704,0
273072,0
270681,0
684794,0
273049,0
273049,0
330435,1
123552,0
123572,0
330414,0
123552,0
330414,0
303667,1
413459,0
282681,0
234252,0
234229,0
46704,0
303645,0
46729,0
282658,0
87965,0
303645,0
46704,0
413437,0
413437,0
282658,0
87988,0
87965,0
234229,0
51450,8
51426,0
51426,0
49003,1
5314,0
15570,0
51117,0
5314,0
49003,0
4757,0
15613,0
15570,0
15594,0
51140,0
5337,0
49027,0
4780,0
15637,0
51117,0
4757,0
15613,0
51417,7
51441,0
51417,0
2251,1
477,0
1565,0
15604,0
1589,0
501,0
15628,0
1565,0
2251,0
477,0
2275,0
15604,0
2641,1
1895,0
906,0
1323,0
2798,0
3186,0
3034,0
8690,0
2798,0
2665,0
1323,0
906,0
2123,0
1895,0
2641,0
3034,0
3186,0
2123,0
8690,0
8714,0
3210,0
3058,0
2821,0
1346,0
930,0
2147,0
1918,0
951,1
3671,0
9537,0
48137,0
564,0
9553,0
3080,0
4504,0
13327,0
3647,0
13351,0
4527,0
9577,0
588,0
9443,0
1784,0
9467,0
973,0
1760,0
12093,0
951,0
48137,0
9443,0
564,0
9553,0
12116,0
4504,0
3056,0
9513,0
3647,0
1760,0
12093,0
9513,0
48161,0
13327,0
3056,0
2669,1
2072,0
1947,0
1095,0
17209,0
21902,0
10858,0
906,0
1576,0
610,0
1553,0
1849,0
633,0
4297,0
906,0
610,0
4297,0
1849,0
1501,0
10834,0
4321,0
2645,0
17186,0
1072,0
1924,0
5114,0
1056,0
1553,0
2048,0
21879,0
1873,0
929,0
17186,0
1501,0
10834,0
2645,0
21879,0
1525,0
1072,0
1924,0
5114,0
1056,0
5137,0
2048,0
1080,0
2287,1
2294,0
3704,0
1778,0
2079,0
784,0
13658,0
2377,0
3704,0
1778,0
2377,0
2287,0
2079,0
784,0
13658,0
2294,0
2981,0
2981,0
808,0
2401,0
3005,0
2310,0
2317,0
13682,0
1802,0
2103,0
3728,0
721,1
4184,0
3560,0
12652,0
7368,0
7403,0
2927,0
545,0
509,0
1438,0
2060,0
11994,0
7146,0
576,0
2651,0
1152,0
2638,0
18025,0
721,0
4184,0
3560,0
12652,0
7368,0
7403,0
2927,0
509,0
1438,0
2060,0
11994,0
7146,0
576,0
2651,0
2638,0
18025,0
545,0
745,0
4207,0
3583,0
12676,0
7392,0
7427,0
2950,0
532,0
1461,0
2084,0
12018,0
7170,0
600,0
1152,0
2662,0
1176,0
569,0
18049,0
2675,0
2545,1
2545,0
4844,0
2300,0
1190,0
5321,0
1937,0
920,0
934,0
837,0
2300,0
1369,0
1190,0
5321,0
1937,0
920,0
934,0
837,0
8507,0
8507,0
1369,0
839,0
4844,0
1354,0
1182,0
1158,0
862,0
1354,0
1378,0
2323,0
2569,0
839,0
1393,0
4867,0
8530,0
861,0
1158,0
944,0
1961,0
5345,0
1214,0
958,0
4604,1
1852,0
5668,0
1335,0
2161,0
715,0
1313,0
808,0
2161,0
5668,0
715,0
1335,0
1852,0
4604,0
1313,0
4627,0
5691,0
1359,0
2185,0
738,0
1337,0
1876,0
808,0
833,0
2305,1
2329,0
5018,0
7396,0
46444,0
898,0
7372,0
922,0
4995,0
2305,0
6538,0
45722,0
46467,0
10722,0
45746,0
6562,0
6538,0
45722,0
10699,0
6745,0
46444,0
898,0
7372,0
4995,0
6745,0
6768,0
10699,0
771,1
3524,0
4394,0
926,0
12305,0
12097,0
1948,0
899,0
1165,0
748,0
814,0
773,0
2235,0
815,0
875,0
1924,0
7737,0
3524,0
4394,0
7737,0
1924,0
12097,0
815,0
838,0
12305,0
798,0
2259,0
839,0
1165,0
1189,0
748,0
12329,0
875,0
12121,0
926,0
2235,0
773,0
814,0
7761,0
3548,0
4417,0
949,0
1041,1
943,0
3072,0
3002,0
1859,0
2931,0
919,0
678,0
1102,0
953,0
1645,0
1068,0
733,0
848,0
758,0
921,0
1063,0
1068,0
758,0
953,0
1102,0
678,0
919,0
942,0
899,0
1645,0
2931,0
1859,0
3002,0
3072,0
943,0
733,0
871,0
1041,0
967,0
755,0
1090,0
780,0
976,0
1124,0
942,0
965,0
942,0
1669,0
2955,0
1883,0
3026,0
3096,0
848,0
899,0
676,1
1178,0
807,0
692,0
676,0
1965,0
3191,0
5307,0
1315,0
1200,0
1080,0
1629,0
868,0
1061,0
2218,0
708,0
740,0
783,0
606,0
1546,0
769,0
4102,0
1292,0
1178,0
1059,0
1605,0
846,0
1036,0
2195,0
686,0
717,0
761,0
1721,0
756,0
949,0
715,0
930,0
938,0
797,0
1292,0
1745,0
971,0
4102,0
938,0
930,0
715,0
949,0
756,0
1721,0
1524,0
761,0
717,0
686,0
2195,0
1036,0
846,0
1605,0
1059,0
797,0
779,0
769,0
807,0
738,0
952,0
960,0
4124,0
819,0
792,0
628,0
829,0
714,0
698,0
1988,0
3215,0
5330,0
5307,0
3191,0
1965,0
692,0
606,0
1524,0
12402,1
4170,0
1204,0
16128,0
1589,0
7930,0
1585,0
2404,0
12759,0
14175,0
989,0
927,0
950,0
564,0
1295,0
1271,0
965,0
2908,0
15040,0
4641,0
4531,0
3806,0
1222,0
2802,0
2813,0
17832,0
3205,0
1526,0
1033,0
2893,0
1290,0
4597,0
2237,0
11423,0
1564,0
3439,0
2884,0
707,0
14151,0
1561,0
17809,0
2789,0
2778,0
12378,0
1198,0
3782,0
4507,0
3181,0
683,0
1502,0
11811,0
1009,0
7906,0
1565,0
16104,0
1181,0
4146,0
12735,0
15016,0
4617,0
3415,0
1541,0
11399,0
2213,0
4574,0
1267,0
2870,0
2380,0
11835,0
2213,0
4574,0
1267,0
2870,0
1009,0
11811,0
1502,0
3181,0
17809,0
2789,0
2778,0
12378,0
1198,0
4507,0
683,0
11399,0
1541,0
3415,0
927,0
564,0
1271,0
965,0
2884,0
14151,0
2380,0
1561,0
7906,0
1565,0
16104,0
1181,0
4146,0
12735,0
15016,0
4617,0
3782,0
51219,1
2950764,0
335209,0
288592,0
51219,0
335209,0
288592,0
71241,0
2950764,0
51243,0
71241,0
2950788,0
71265,0
288611,0
335233,0
2909446,1
2909472,0
679679,0
719211,0
532181,0
676065,0
532181,0
719235,0
719211,0
532205,0
716468,1
716491,0
1187033,1
1187059,0
585396,0
726929,0
585373,0
726905,0
585373,0
726905,0
90402,1
212704,0
1122700,0
1122675,0
1122675,0
212680,0
90378,0
212680,0
90378,0
232118,1
149642,0
232094,0
232094,0
149665,0
149642,0
243855,1
144435,0
263824,0
243831,0
49609,0
91680,0
91704,0
49633,0
116336,0
1277831,0
116312,0
91680,0
49609,0
243831,0
116312,0
1277831,0
263824,0
144435,0
263848,0
144459,0
1277855,0
172719,1
139517,0
663469,0
663492,0
207673,0
69460,0
69484,0
207697,0
663469,0
139517,0
69460,0
207673,0
172719,0
139540,0
172743,0
53805,1
53781,0
1640244,0
100540,0
775678,0
1640268,0
775700,0
775678,0
100540,0
100563,0
53781,0
1640244,0
522506,1
522483,0
97102,0
97127,0
522483,0
97102,0
218629,1
121119,0
246474,0
121096,0
218605,0
218605,0
121096,0
246450,0
246450,0
490852,1
166013,0
55088,0
306515,0
158026,0
490876,0
306515,0
490852,0
306539,0
55088,0
166013,0
55112,0
166046,0
158050,0
158026,0
781255,1
781232,0
781232,0
730938,1
730914,0
323052,0
730914,0
323052,0
323080,0
424335,1
424335,0
424360,0
1862598,2
1862598,0
1862620,0
1446419,2
1446441,0
1446419,0
470009,1
969836,0
969860,0
469985,0
469985,0
969836,0
807623,1
269317,0
467514,0
807598,0
269293,0
467493,0
467493,0
269293,0
807598,0
212266,1
212244,0
212244,0
760954,1
90568,0
90592,0
90568,0
760978,0
331352,0
331375,0
760954,0
331352,0
557920,1
557946,0
557920,0
81506,1
549564,0
81506,0
549587,0
81530,0
549564,0
